,ResponseId,statement_1_applies,statement_2_applies,statement_3_applies,statement_4_applies,statement_5_applies,statement_6_applies,statement_7_applies,statement_8_applies,statement_9_applies,statement_10_applies
782,R_1MtkHbcSDDpTT3P,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,R_1MtkHbcSDDpTT3P,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
784,R_1MyULINQZHHLAMV,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,R_1MyULINQZHHLAMV,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
786,R_1n0dyz9vxFJMj2k,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
787,R_1n0dyz9vxFJMj2k,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
788,R_1n9MbzQvXBtxD69,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,R_1n9MbzQvXBtxD69,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,R_1NvQkuWBKq871wN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,R_1NvQkuWBKq871wN,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
792,R_1o4M7sf1SIJMrmz,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
793,R_1o4M7sf1SIJMrmz,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
794,R_1ODH5xMXsJpLVKe,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
795,R_1ODH5xMXsJpLVKe,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,R_1ofOy8KYzWiC0NP,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
797,R_1ofOy8KYzWiC0NP,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,R_1OPJRudCUVpavRw,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
799,R_1OPJRudCUVpavRw,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
800,R_1OVKB7sQl6ElKeC,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
801,R_1OVKB7sQl6ElKeC,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
802,R_1pApc0lxXemXKo2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
803,R_1pApc0lxXemXKo2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,R_1Pcm5eOB8m7KT66,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,R_1Pcm5eOB8m7KT66,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
806,R_1Ph7hVOM1fdA3s9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
807,R_1Ph7hVOM1fdA3s9,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
808,R_1PMG0iUyYI2ryhj,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,R_1PMG0iUyYI2ryhj,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,R_1polnvMKnzQF2AE,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
811,R_1polnvMKnzQF2AE,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
812,R_1pR5l7QMuw9AA8h,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
813,R_1pR5l7QMuw9AA8h,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,R_1PvI8uhBOfl8WgL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
815,R_1PvI8uhBOfl8WgL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,R_1qfrlFge1WHJyg3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,R_1qfrlFge1WHJyg3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
818,R_1Qike9bdNBukjRF,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,R_1Qike9bdNBukjRF,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
820,R_1QsnCuEXnKXZCvE,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
821,R_1QsnCuEXnKXZCvE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
822,R_1QtHWYqJBUoppxI,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,R_1QtHWYqJBUoppxI,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
824,R_1qTLtOXZgDcBah4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,R_1qTLtOXZgDcBah4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,R_1r1kkyyH18htkOJ,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
827,R_1r1kkyyH18htkOJ,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
828,R_1R37rDahBcfhqsB,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,R_1R37rDahBcfhqsB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
830,R_1R3AYne3Co0Q5b9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,R_1R3AYne3Co0Q5b9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,R_1R3pYcoKOd16j3T,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
833,R_1R3pYcoKOd16j3T,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,R_1R7pmWVfu38mcAF,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,R_1R7pmWVfu38mcAF,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,R_1rI2KhSQ4Ak6pGU,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,R_1rI2KhSQ4Ak6pGU,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
838,R_1riRbbrauJ8k3GL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
839,R_1riRbbrauJ8k3GL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
840,R_1RPbdI0Mr8WvoBm,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,R_1RPbdI0Mr8WvoBm,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
842,R_1ruvIcdn5c8ygRm,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,R_1ruvIcdn5c8ygRm,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
844,R_1rvBh2ZzSRmsut3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,R_1rvBh2ZzSRmsut3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
846,R_1s1NHat8OBQj2xB,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
847,R_1s1NHat8OBQj2xB,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
848,R_1saWqWTrC7GCxQw,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
849,R_1saWqWTrC7GCxQw,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,R_1sdxlVAyyfNHFSD,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,R_1sdxlVAyyfNHFSD,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
852,R_1suKG3zRN5P9MaA,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
853,R_1suKG3zRN5P9MaA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
854,R_1SUUotQGhO3bySd,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
855,R_1SUUotQGhO3bySd,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
856,R_1SvEo7wdNJ3G9uy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,R_1SvEo7wdNJ3G9uy,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,R_1SxmHqc4gbm6odH,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
859,R_1SxmHqc4gbm6odH,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
860,R_1TDi9FGFf57gbfz,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
861,R_1TDi9FGFf57gbfz,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
862,R_1tIDhOvJktl4FQR,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,R_1tIDhOvJktl4FQR,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
864,R_1TOekDi0026Ug7f,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
865,R_1TOekDi0026Ug7f,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
866,R_1TTtCESfKoqBPjE,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
867,R_1TTtCESfKoqBPjE,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
868,R_1tu0rCyQseIohhO,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
869,R_1tu0rCyQseIohhO,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
870,R_1U6mDIn159agJKj,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
871,R_1U6mDIn159agJKj,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
872,R_1Ua5tGMK8LkSLsA,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
873,R_1Ua5tGMK8LkSLsA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
874,R_1uuGuopqRJKTE4x,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,R_1uuGuopqRJKTE4x,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
876,R_1uwBxtgPTS91Hzq,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
877,R_1uwBxtgPTS91Hzq,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
878,R_1vcyXMQQa0nPizC,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
879,R_1vcyXMQQa0nPizC,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
880,R_1VNh81cTgnMaXlL,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,R_1VNh81cTgnMaXlL,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,R_1VpzLZjWZ6yw1WR,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
883,R_1VpzLZjWZ6yw1WR,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
884,R_1VrVLw6vholQi6b,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,R_1VrVLw6vholQi6b,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,R_1w08dXNxd8AGfr3,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
887,R_1w08dXNxd8AGfr3,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
888,R_1wnkT4JNznSZgfX,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,R_1wnkT4JNznSZgfX,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
890,R_1wtbYLhlTeS2b3C,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
891,R_1wtbYLhlTeS2b3C,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
892,R_1WXXvHx8H22DR9n,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,R_1WXXvHx8H22DR9n,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
894,R_1wYjmHxGFPTlcM9,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
895,R_1wYjmHxGFPTlcM9,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,R_1WYrunAahy1qtUZ,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,R_1WYrunAahy1qtUZ,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
898,R_1y1uzZUzaNrphyp,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
899,R_1y1uzZUzaNrphyp,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
900,R_1YFchMkboJ5FLrq,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
901,R_1YFchMkboJ5FLrq,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
902,R_1YGmPNDR7cm9YfM,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
903,R_1YGmPNDR7cm9YfM,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
904,R_1YnUOG4qboGD6US,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
905,R_1YnUOG4qboGD6US,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
906,R_1yp7uZe5UEf38yN,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,R_1yp7uZe5UEf38yN,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
908,R_1zA85hDVkjQkq2w,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
909,R_1zA85hDVkjQkq2w,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
910,R_1ZBLccbNEw88EU5,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
911,R_1ZBLccbNEw88EU5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
912,R_1ZCa5jF0oFk4yuF,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
913,R_1ZCa5jF0oFk4yuF,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
914,R_1zCOGiHZ67CwnAM,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
915,R_1zCOGiHZ67CwnAM,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
916,R_1zfQRPPK2WCSZUd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
917,R_1zfQRPPK2WCSZUd,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,R_1ZKxUeLxLma7H5P,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
919,R_1ZKxUeLxLma7H5P,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
920,R_1ZOmUSk8L88qfAd,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,R_1ZOmUSk8L88qfAd,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
922,R_1ZOnjDMXumWzE4O,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,R_1ZOnjDMXumWzE4O,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,R_2aKqyT6m6MDvbdT,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
925,R_2aKqyT6m6MDvbdT,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
926,R_2dH8vFJ6y741ZU5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
927,R_2dH8vFJ6y741ZU5,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
928,R_2eLxPREAaXxW9Jn,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
929,R_2eLxPREAaXxW9Jn,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
930,R_2jTWzZtrd0wppPL,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
931,R_2jTWzZtrd0wppPL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
932,R_2PTW0vgGoR5Jic9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,R_2PTW0vgGoR5Jic9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
934,R_2rw4FKPrjbV8NDA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
935,R_2rw4FKPrjbV8NDA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
936,R_2VYFShqa0Ahmq0V,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
937,R_2VYFShqa0Ahmq0V,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
938,R_2WwY3jiWhxqe1pv,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
939,R_2WwY3jiWhxqe1pv,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
940,R_2YPKaqKpwMckRx7,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
941,R_2YPKaqKpwMckRx7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,R_2ZJ0Y28FIH97pgg,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
943,R_2ZJ0Y28FIH97pgg,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
944,R_3017qSOADyuDvdi,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
945,R_3017qSOADyuDvdi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
946,R_310PtTttjQnrjVf,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
947,R_310PtTttjQnrjVf,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,R_315foNvsIxuorVT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
949,R_315foNvsIxuorVT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
950,R_31HEOeZ8gJDegRc,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
951,R_31HEOeZ8gJDegRc,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,R_31HqlF8OmFAu5ta,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
953,R_31HqlF8OmFAu5ta,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
954,R_31hyO9Fugpv213B,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
955,R_31hyO9Fugpv213B,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
956,R_31MEQNugFMFCbrH,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
957,R_31MEQNugFMFCbrH,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
958,R_31vTF2q67iGsGiR,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,R_31vTF2q67iGsGiR,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,R_329KOCNhqHJk2c4,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,R_329KOCNhqHJk2c4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,R_32EBHXrzXDz3JyX,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
963,R_32EBHXrzXDz3JyX,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
964,R_32G7qixWiczqJvl,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
965,R_32G7qixWiczqJvl,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
966,R_32hUPp56N5y8iRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
967,R_32hUPp56N5y8iRC,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,R_32mZLtyIt71DqiX,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
969,R_32mZLtyIt71DqiX,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,R_32sRTV56Qx29bLr,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
971,R_32sRTV56Qx29bLr,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,R_32Xv7REz1xAyUZb,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
973,R_32Xv7REz1xAyUZb,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
974,R_3344FRSzYsLwezh,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
975,R_3344FRSzYsLwezh,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
976,R_33aCiFo3GJE9aUx,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
977,R_33aCiFo3GJE9aUx,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,R_33CuFG27cQCBMeB,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,R_33CuFG27cQCBMeB,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
980,R_33Sn1cIni18u5VL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
981,R_33Sn1cIni18u5VL,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,R_33x1XQ3H6O25c5G,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,R_33x1XQ3H6O25c5G,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
984,R_341PkU8jYIVI5Ux,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,R_341PkU8jYIVI5Ux,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,R_342TB5zzBT3JhQm,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
987,R_342TB5zzBT3JhQm,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
988,R_348cR8vDhkvTqGH,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
989,R_348cR8vDhkvTqGH,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,R_34YSgd34oQdd2LL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
991,R_34YSgd34oQdd2LL,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
992,R_36mqWiOpN6D9oyg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,R_36mqWiOpN6D9oyg,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,R_37G8jXgJSEjGN7H,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
995,R_37G8jXgJSEjGN7H,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
996,R_39gHG6DPU0ttTQh,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,R_39gHG6DPU0ttTQh,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,R_3AFmHPnexUB7moP,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,R_3AFmHPnexUB7moP,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1000,R_3AYzGrEFQipXs7t,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,R_3AYzGrEFQipXs7t,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,R_3bTRs4CRTs0M9hV,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,R_3bTRs4CRTs0M9hV,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1004,R_3BwFRRYdHnRZsCu,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,R_3BwFRRYdHnRZsCu,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1006,R_3c1HvKvd2Ws6hQs,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,R_3c1HvKvd2Ws6hQs,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,R_3c7Kw4jXwQwKlWC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1009,R_3c7Kw4jXwQwKlWC,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1010,R_3CcSDjiYCTkXVgp,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1011,R_3CcSDjiYCTkXVgp,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1012,R_3cGwI4HwtXZH0lj,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1013,R_3cGwI4HwtXZH0lj,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,R_3CpcJA25NvEJmKT,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,R_3CpcJA25NvEJmKT,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
